track,beat_irregularity,centroid_mean_hz,centroid_std_hz,dynamic_range,f0_std,high_freq_ratio_>4k,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,onset_rate_per_s,rms_mean,rms_std,rolloff85_mean_hz,spectral_flatness_median,spectral_flux_median,sr,tempo_bpm,voicing_mean,voicing_p95
smile.wav,0.018594752129233953,1785.498784041634,956.9239843543231,0.3294074535369873,32.12816619873047,0.2034522294998169,103.20349884033203,46.00770950317383,23.302322387695312,24.602764129638672,41.281288146972656,15.58011531829834,14.678817749023438,11.252110481262207,18.57697296142578,8.823387145996094,4.768475482221706,0.2938162684440613,0.104650117456913,4203.9497979094585,0.003321300959214568,,22050,[107.666015625],,
